gameId,roundId,blockNum,phase,phaseNum,target,group,senderId,senderName,senderRole,text,timestamp,trialNum,tangramSet
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCKV9YXFGTVMPN9S8RP1,0.0,refgame,1.0,page9-27,A,01KJ1ADZVZREV8CZAR4J758GGY,Repi,speaker,the one with a pyramid on the bottom,1771718851940,0.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCKV9YXFGTVMPN9S8RP1,0.0,refgame,1.0,page9-27,B,01KJ1AEJK9C91FE2EF1F6KAWDY,Hera,speaker,"It looks like a triangle on the bottom, then a square in the middle and then another object on top",1771718856416,0.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCKV9YXFGTVMPN9S8RP1,0.0,refgame,1.0,page9-27,C,01KJ1AEMA6765ECKJ6NX8GGDF2,Lika,speaker,It kind of looks like an upside down bell with a triangle at the bottom,1771718858673,0.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMEADJRVRTPPF58GWZP,3.0,refgame,1.0,page3-85,B,01KJ1AEJK9C91FE2EF1F6KAWDY,Hera,speaker,The wrench,1771719706024,18.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMEADJRVRTPPF58GWZP,3.0,refgame,1.0,page3-85,A,01KJ1ADZVZREV8CZAR4J758GGY,Repi,speaker,lightning bolt on top of upside down pyramid,1771719706702,18.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMEADJRVRTPPF58GWZP,3.0,refgame,1.0,page3-85,C,01KJ1AEMA6765ECKJ6NX8GGDF2,Lika,speaker,has an upside down triangle at the top,1771719713890,18.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMPC8PZ0EETH7BDVA6W,2.0,refgame,2.0,page1-128,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,speaker,The C,1771720788907,51.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMPC8PZ0EETH7BDVA6W,2.0,refgame,2.0,page1-128,A,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,speaker,a bold letter C,1771720789643,51.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMPC8PZ0EETH7BDVA6W,2.0,refgame,2.0,page1-128,C,01KJ1AEMA6765ECKJ6NX8GGDF2,Player,speaker,looks like the letter c,1771720792870,51.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMSRCHT1CGHT2K2X38J,2.0,refgame,1.0,page5-64,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,speaker,Turtle walking to the left,1771719670031,17.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMSRCHT1CGHT2K2X38J,2.0,refgame,1.0,page5-64,C,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Nori,speaker,looks sort of like 3 small mountains,1771719674699,17.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMSRCHT1CGHT2K2X38J,2.0,refgame,1.0,page5-64,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,speaker,smallest figure,1771719676052,17.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMSRCHT1CGHT2K2X38J,2.0,refgame,1.0,page5-64,A,01KJ1ADZVZREV8CZAR4J758GGY,Repi,speaker,"the two triangles on the left side, one on top of the other, and a rhombus on the right",1771719678267,17.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMY5FE87EFD8693P3KX,2.0,refgame,1.0,page3-136,A,01KJ1ADZVZREV8CZAR4J758GGY,Repi,speaker,up arrow,1771719615869,16.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMY5FE87EFD8693P3KX,2.0,refgame,1.0,page3-136,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,speaker,The T,1771719619923,16.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMY5FE87EFD8693P3KX,2.0,refgame,1.0,page3-136,C,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Nori,speaker,looks like a sort of cross with two triangles on the ends of the horizontal line,1771719641634,16.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMZ2EKZ5H8M5RE8H4HS,2.0,refgame,2.0,page3-136,C,01KJ1AEMA6765ECKJ6NX8GGDF2,Player,speaker,looks like the letter t,1771720706091,48.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMZ2EKZ5H8M5RE8H4HS,2.0,refgame,2.0,page3-136,A,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,speaker,looks like an odd cross or letter T,1771720708185,48.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCMZ2EKZ5H8M5RE8H4HS,2.0,refgame,2.0,page3-136,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,speaker,The T,1771720719161,48.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN0E2XEG8C0VD0X79SP,2.0,refgame,1.0,page1-128,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,speaker,The C,1771719595349,15.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN0E2XEG8C0VD0X79SP,2.0,refgame,1.0,page1-128,A,01KJ1ADZVZREV8CZAR4J758GGY,Repi,speaker,middle right side has a missing rectangle,1771719596628,15.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN0E2XEG8C0VD0X79SP,2.0,refgame,1.0,page1-128,C,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Nori,speaker,it looks like half a letter C,1771719599049,15.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN2CCTHBASZ2GVG7JR0,2.0,refgame,2.0,page5-64,C,01KJ1AEMA6765ECKJ6NX8GGDF2,Player,speaker,looks like a bird flying diagonally,1771720737890,49.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN2CCTHBASZ2GVG7JR0,2.0,refgame,2.0,page5-64,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,speaker,"The turtle walking left, smallest figure",1771720739347,49.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN2CCTHBASZ2GVG7JR0,2.0,refgame,2.0,page5-64,A,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,speaker,like a group of 3 small mountains,1771720742610,49.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN34B6JK52DGEAWXJTD,2.0,refgame,1.0,page9-46,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,speaker,The backwards C,1771719532939,13.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN34B6JK52DGEAWXJTD,2.0,refgame,1.0,page9-46,C,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Nori,speaker,it sort of looks like a small odd shaped stapler,1771719537049,13.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN34B6JK52DGEAWXJTD,2.0,refgame,1.0,page9-46,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,speaker,with a long base,1771719538986,13.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN34B6JK52DGEAWXJTD,2.0,refgame,1.0,page9-46,A,01KJ1ADZVZREV8CZAR4J758GGY,Repi,speaker,"missing a rectangle from the middle left part, looks like esophagor from neopets",1771719540993,13.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN6RX8JR8HSX2EMW6V0,1.0,refgame,2.0,page3-85,B,01KJ1ACD2B6QR45E93SRAYX5VB,Player,speaker,Looks like an anchor or a wrench,1771720671259,47.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN6RX8JR8HSX2EMW6V0,1.0,refgame,2.0,page3-85,A,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,Tall shape with square on top - has triangles hanging off of it in various directions,1771720674119,47.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN6RX8JR8HSX2EMW6V0,1.0,refgame,2.0,page3-85,C,01KJ1ADF5M161B12EA40N9T0MS,Player,speaker,Triangle at the top and bottom pointing down,1771720674700,47.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN7MT1KE1NES8YAE8F2,1.0,refgame,1.0,page1-128,B,01KJ1ACD2B6QR45E93SRAYX5VB,Zuda,speaker,Looks like a C,1771719442105,11.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN7MT1KE1NES8YAE8F2,1.0,refgame,1.0,page1-128,C,01KJ1ADF5M161B12EA40N9T0MS,Felu,speaker,"It looks like the letter ""C"" with the bottom longer than the top",1771719444539,11.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCN7MT1KE1NES8YAE8F2,1.0,refgame,1.0,page1-128,A,01KJ1AH433HDWM46XC8PJAA0A7,Minu,speaker,Rectangle shape missing from middle right,1771719448073,11.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNB988AMSV33GFCET1H,1.0,refgame,1.0,page3-136,C,01KJ1ADF5M161B12EA40N9T0MS,Felu,speaker,"It looks like the letter ""T""",1771719395321,10.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNB988AMSV33GFCET1H,1.0,refgame,1.0,page3-136,B,01KJ1ACD2B6QR45E93SRAYX5VB,Zuda,speaker,Looks like a T,1771719402353,10.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNB988AMSV33GFCET1H,1.0,refgame,1.0,page3-136,A,01KJ1AH433HDWM46XC8PJAA0A7,Minu,speaker,Shape that closest resembles an arrow pointing up,1771719416314,10.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNDNY7Q0BQ6W4WPXZ5J,1.0,refgame,2.0,page9-27,C,01KJ1ADF5M161B12EA40N9T0MS,Player,speaker,"Triangle at the bottom, facing up",1771720521768,43.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNDNY7Q0BQ6W4WPXZ5J,1.0,refgame,2.0,page9-27,B,01KJ1ACD2B6QR45E93SRAYX5VB,Player,speaker,Largest triangle at top of figure,1771720523491,43.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNDNY7Q0BQ6W4WPXZ5J,1.0,refgame,2.0,page9-27,B,01KJ1ACD2B6QR45E93SRAYX5VB,Player,speaker,goblet,1771720526037,43.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNDNY7Q0BQ6W4WPXZ5J,1.0,refgame,2.0,page9-27,A,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,Funnel shape on top of a pyramid(triangle),1771720535205,43.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNDNY7Q0BQ6W4WPXZ5J,1.0,refgame,2.0,page9-27,B,01KJ1ACD2B6QR45E93SRAYX5VB,Player,speaker,triangle on bottom as well,1771720544553,43.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNF3V8KSWH35XP76WBZ,1.0,refgame,2.0,page5-64,C,01KJ1ADF5M161B12EA40N9T0MS,Player,speaker,Looks like three triangle/diamond shapes put together,1771720478647,42.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNF3V8KSWH35XP76WBZ,1.0,refgame,2.0,page5-64,B,01KJ1ACD2B6QR45E93SRAYX5VB,Player,speaker,"Smallest figure, turtle looking",1771720480420,42.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNF3V8KSWH35XP76WBZ,1.0,refgame,2.0,page5-64,A,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,"Horizontal, thinner shape with a bigger triangle on the left with smaller triangle inside of it",1771720488857,42.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNJWQQJ5DSDVX2DXF8B,1.0,refgame,1.0,page5-64,C,01KJ1ADF5M161B12EA40N9T0MS,Felu,speaker,It looks like three triangle/diamond shapes put together,1771719362756,9.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNJWQQJ5DSDVX2DXF8B,1.0,refgame,1.0,page5-64,B,01KJ1ACD2B6QR45E93SRAYX5VB,Zuda,speaker,it is the smallest figure left in my opinion. mostly triangles,1771719366198,9.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNJWQQJ5DSDVX2DXF8B,1.0,refgame,1.0,page5-64,A,01KJ1AH433HDWM46XC8PJAA0A7,Minu,speaker,"Flat zig zag, closest to z shape, bigger triangle on top left with smaller triangle inside of that one",1771719367097,9.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNQP3SJQTPT1E59DGSF,0.0,refgame,2.0,page3-136,B,01KJ1AEJK9C91FE2EF1F6KAWDY,Player,speaker,This one looks like a T,1771720422801,40.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNQP3SJQTPT1E59DGSF,0.0,refgame,2.0,page3-136,A,01KJ1ADZVZREV8CZAR4J758GGY,Player,speaker,tall pole with two triangles hanging off the left and right side,1771720426523,40.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNQP3SJQTPT1E59DGSF,0.0,refgame,2.0,page3-136,C,01KJ1AEMA6765ECKJ6NX8GGDF2,Player,speaker,It looks like the letter t,1771720427962,40.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNS5NZR5YKTM367GZW0,0.0,refgame,2.0,page1-128,C,01KJ1AEMA6765ECKJ6NX8GGDF2,Player,speaker,Looks like the letter c,1771720334237,38.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNS5NZR5YKTM367GZW0,0.0,refgame,2.0,page1-128,B,01KJ1AEJK9C91FE2EF1F6KAWDY,Player,speaker,"This one looks like a C, with a square at the base",1771720335410,38.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCNS5NZR5YKTM367GZW0,0.0,refgame,2.0,page1-128,A,01KJ1ADZVZREV8CZAR4J758GGY,Player,speaker,the tall rectangle with a tall rectangle hole in the middle right side,1771720339873,38.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP06M2820119GEBQXB9,0.0,refgame,2.0,page3-85,C,01KJ1AEMA6765ECKJ6NX8GGDF2,Player,speaker,it has an upside down triangle on the top,1771720380827,39.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP06M2820119GEBQXB9,0.0,refgame,2.0,page3-85,A,01KJ1ADZVZREV8CZAR4J758GGY,Player,speaker,"the down arrow on top, tall thing balanced on top of upside down pyramid",1771720382522,39.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP06M2820119GEBQXB9,0.0,refgame,2.0,page3-85,B,01KJ1AEJK9C91FE2EF1F6KAWDY,Player,speaker,This one has a long vertical line in the middle with various triangles running through it.,1771720387262,39.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP5N52PP2AC64G8PMCC,1.0,refgame,2.0,page3-136,B,01KJ1ACD2B6QR45E93SRAYX5VB,Player,speaker,The T,1771720639034,46.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP5N52PP2AC64G8PMCC,1.0,refgame,2.0,page3-136,C,01KJ1ADF5M161B12EA40N9T0MS,Player,speaker,"The letter ""T""",1771720642042,46.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP5N52PP2AC64G8PMCC,1.0,refgame,2.0,page3-136,A,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,Looks like a T shape or arrow pointing up,1771720642115,46.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP5N52PP2AC71HY8XH1,1.0,refgame,2.0,page1-128,B,01KJ1ACD2B6QR45E93SRAYX5VB,Player,speaker,The C,1771720566629,44.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP5N52PP2AC71HY8XH1,1.0,refgame,2.0,page1-128,C,01KJ1ADF5M161B12EA40N9T0MS,Player,speaker,"The letter ""C"" with a long bottom",1771720569648,44.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP5N52PP2AC71HY8XH1,1.0,refgame,2.0,page1-128,A,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,"Tall, rectangle shape missing from middle right of it",1771720581286,44.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP6ZC24JHZBFB8VA4WW,1.0,refgame,2.0,page9-46,B,01KJ1ACD2B6QR45E93SRAYX5VB,Player,speaker,Backwards C,1771720605032,45.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP6ZC24JHZBFB8VA4WW,1.0,refgame,2.0,page9-46,C,01KJ1ADF5M161B12EA40N9T0MS,Player,speaker,Pyramid with the left side/center/top missing,1771720611150,45.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP6ZC24JHZBFB8VA4WW,1.0,refgame,2.0,page9-46,A,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,"Looks like a stapler, has a missing rectangle from middle left side",1771720612914,45.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP83RCQ181F5MSHC36A,5.0,refgame,2.0,page3-85,C,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,I shape with triangles hanging off of it,1771721391761,70.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP83RCQ181F5MSHC36A,5.0,refgame,2.0,page3-85,A,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,speaker,The wrench or the I with tiangles hanging off,1771721398484,70.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCP83RCQ181F5MSHC36A,5.0,refgame,2.0,page3-85,B,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,speaker,an upside down triangle up top and one at the bottom of a skinny pole,1771721407080,70.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCS4D0N0J5CE90AFEZS5,2.0,refgame,1.0,page3-85,A,01KJ1ADZVZREV8CZAR4J758GGY,Repi,speaker,lightning bolt on top of a upside down triangle,1771719482443,12.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCS4D0N0J5CE90AFEZS5,2.0,refgame,1.0,page3-85,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,speaker,The wrench,1771719483750,12.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCS4D0N0J5CE90AFEZS5,2.0,refgame,1.0,page3-85,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,speaker,vertical,1771719489103,12.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCV58HSS87XTW6B8WP7C,2.0,refgame,1.0,page9-27,A,01KJ1ADZVZREV8CZAR4J758GGY,Repi,speaker,funnel on top of a pyramid,1771719567351,14.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCV58HSS87XTW6B8WP7C,2.0,refgame,1.0,page9-27,B,01KJ1AD4HAYZZ2TP80YYVT6CS2,Bavi,speaker,The wide-mouthed goblet,1771719574058,14.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCV58HSS87XTW6B8WP7C,2.0,refgame,1.0,page9-27,C,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Nori,speaker,it looks like an upside top hat with a triangle under it,1771719576801,14.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCV8TX09704S3JTGMPE4,0.0,refgame,2.0,page9-27,B,01KJ1AEJK9C91FE2EF1F6KAWDY,Player,speaker,This one is the last one and has a wide mouth at the top of it,1771720449007,41.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCV8TX09704S3JTGMPE4,0.0,refgame,2.0,page9-27,A,01KJ1ADZVZREV8CZAR4J758GGY,Player,speaker,funnel on top of a pyramid,1771720450219,41.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCV8TX09704S3JTGMPE4,0.0,refgame,2.0,page9-27,C,01KJ1AEMA6765ECKJ6NX8GGDF2,Player,speaker,it has a triangle at the bottom,1771720450722,41.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCVBWR9J15W0HBPY2NES,5.0,refgame,2.0,page1-128,C,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,C shape,1771721371527,69.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCVBWR9J15W0HBPY2NES,5.0,refgame,2.0,page1-128,A,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,speaker,The C,1771721373287,69.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCVBWR9J15W0HBPY2NES,5.0,refgame,2.0,page1-128,B,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,speaker,a Cocky letter C,1771721375264,69.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCVFYQPG0AATYWKBM1S3,5.0,refgame,2.0,page9-27,A,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,speaker,wide mouth goblet,1771721345615,68.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCVFYQPG0AATYWKBM1S3,5.0,refgame,2.0,page9-27,C,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,Big funnel shape (triangle upside down) ontop of a triangle,1771721350735,68.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCVFYQPG0AATYWKBM1S3,5.0,refgame,2.0,page9-27,B,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,speaker,upside down top hat with triangle under it,1771721359880,68.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCVM0W9BZBTVRNHDVT1A,5.0,refgame,2.0,page3-136,C,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,T shape or arrow pointing up,1771721319347,67.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCVM0W9BZBTVRNHDVT1A,5.0,refgame,2.0,page3-136,A,01KJ1AD4HAYZZ2TP80YYVT6CS2,Player,speaker,The T,1771721319863,67.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCVM0W9BZBTVRNHDVT1A,5.0,refgame,2.0,page3-136,B,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,speaker,an odd Cross or letter T,1771721327279,67.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCW0JSWN94B6NSFBP9R6,5.0,refgame,2.0,page9-46,B,01KJ1ADZ3BQAVZHF51FQ5WJ14K,Player,speaker,tiny odd shape stapler,1771721297957,66.0,1.0
01KJ121CTDA8X8M3KFS5Z0C2DA,01KJ1AQCW0JSWN94B6NSFBP9R6,5.0,refgame,2.0,page9-46,C,01KJ1AH433HDWM46XC8PJAA0A7,Player,speaker,"backwards C, missing rectangle from middle left part",1771721302882,66.0,1.0
