id,avatar,avatarLastChangedAt,avatar_seed,avatar_seedLastChangedAt,block_accuracy,block_accuracyLastChangedAt,bonus,bonusLastChangedAt,context,contextLastChangedAt,current_group,current_groupLastChangedAt,ended,endedLastChangedAt,exitReason,exitReasonLastChangedAt,exitStep,exitStepLastChangedAt,exitStepDone,exitStepDoneLastChangedAt,exitSurvey,exitSurveyLastChangedAt,gameEndTime,gameEndTimeLastChangedAt,gameID,gameIDLastChangedAt,gameStartTime,gameStartTimeLastChangedAt,idle_rounds,idle_roundsLastChangedAt,introDone,introDoneLastChangedAt,is_active,is_activeLastChangedAt,minutesSpent,minutesSpentLastChangedAt,name,nameLastChangedAt,name_color,name_colorLastChangedAt,original_avatar,original_avatarLastChangedAt,original_group,original_groupLastChangedAt,original_name,original_nameLastChangedAt,partialBasePay,partialBasePayLastChangedAt,partialBonus,partialBonusLastChangedAt,partialPay,partialPayLastChangedAt,participantID,participantIDLastChangedAt,player_index,player_indexLastChangedAt,score,scoreLastChangedAt,shuffled_tangrams,shuffled_tangramsLastChangedAt,social_guess_correct_total,social_guess_correct_totalLastChangedAt,social_guess_total,social_guess_totalLastChangedAt,social_guessed_about_correct,social_guessed_about_correctLastChangedAt,social_guessed_about_total,social_guessed_about_totalLastChangedAt,social_speaker_points_total,social_speaker_points_totalLastChangedAt,tangramURLs,tangramURLsLastChangedAt,tangram_set,tangram_setLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,_sourceRun
01KJN78B0TFR8F59JDGD057XNS,https://api.dicebear.com/9.x/shapes/svg?seed=anon_block5_trial5_player4&backgroundColor=e5e7eb&shape1Color=9ca3af&shape2Color=6b7280&shape3Color=4b5563,2026-03-01T18:18:15.206871524Z,aria,2026-03-01T17:37:01.054636964Z,"{""1"":{""correct"":5,""total"":6},""2"":{""correct"":5,""total"":6},""4"":{""correct"":6,""total"":6},""5"":{""correct"":6,""total"":6}}",2026-03-01T18:05:06.515229503Z,6.4,2026-03-01T18:18:28.38307423Z,"[""page7-255"",""page9-46"",""page5-28"",""page7-107"",""page3-35"",""page-B""]",2026-03-01T17:37:01.054636964Z,B,2026-03-01T18:18:15.206871524Z,game ended,2026-03-01T18:18:37.186853089Z,,,,,True,2026-03-01T18:22:31.404471024Z,"{""age"":""44"",""gender"":""male"",""strength"":""trying to point out the most obvious features of your tangrams..\n..and *then* refining the descriptions, over the course of the game: in addition to the obvious, of account for, when others had a different, but still valid / logical, shorthand for the shapes so-described\n\nover time, looking for opportunities to refine / shorten descriptions once it was clear A Consensus / Understanding was reached"",""fair"":""i think so, yes"",""feedback"":""i suppose the 45 seconds you allocated to the speaker, maybe was adequate — though, i am doubtful, most, under these circumstances, can ever come close to attaining the maximum advertised bonus\n\nwith that said: i am glad i gave this one a chance\n\ni was afraid i was going to have my blood pressure elevated by your \""game\""\n\nbut, once it became clear, you were only calling out a few shapes, from the 16, over the phases, then my worries were nullified"",""education"":""high-school"",""understood"":""yes""}",2026-03-01T18:22:26.455573866Z,,,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:31:06.148213414Z,1772386620820.0,2026-03-01T17:37:01.054636964Z,0.0,2026-03-01T17:37:01.054636964Z,True,2026-03-01T17:35:21.15404917Z,True,2026-03-01T17:37:01.054636964Z,,,Player,2026-03-01T18:05:44.629969321Z,#29828D,2026-03-01T17:37:01.054636964Z,https://api.dicebear.com/9.x/identicon/svg?seed=aria&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:37:01.054636964Z,A,2026-03-01T17:37:01.054636964Z,Repi,2026-03-01T17:37:01.054636964Z,,,,,,,01KJN78AKFNTKQJKCJ8D5QX455,2026-03-01T17:31:06.138582484Z,0.0,2026-03-01T17:37:01.054636964Z,128.0,2026-03-01T18:18:25.238664468Z,"[""page9-7"",""page5-63"",""page9-46"",""page5-28"",""page4-157"",""page5-142"",""page4-15"",""page3-35"",""page7-26"",""page-B"",""page5-64"",""page7-255"",""page6-149"",""page3-121"",""page7-107"",""page3-193""]",2026-03-01T17:37:01.054636964Z,,,,,,,,,,,"[""/tangram_page9-7.svg"",""/tangram_page5-63.svg"",""/tangram_page9-46.svg"",""/tangram_page5-28.svg"",""/tangram_page4-157.svg"",""/tangram_page5-142.svg"",""/tangram_page4-15.svg"",""/tangram_page3-35.svg"",""/tangram_page7-26.svg"",""/tangram_page-B.svg"",""/tangram_page5-64.svg"",""/tangram_page7-255.svg"",""/tangram_page6-149.svg"",""/tangram_page3-121.svg"",""/tangram_page7-107.svg"",""/tangram_page3-193.svg""]",2026-03-01T17:37:01.054636964Z,0.0,2026-03-01T17:37:01.054636964Z,"{""condition"":""refer_mixed"",""playerCount"":9}",2026-03-01T17:31:06.148213414Z,Refer Mixed (9 players),2026-03-01T17:31:06.148213414Z,20260301_132907
01KJN7A44GGBE9XR412KV5BFSC,https://api.dicebear.com/9.x/shapes/svg?seed=anon_block5_trial5_player8&backgroundColor=e5e7eb&shape1Color=9ca3af&shape2Color=6b7280&shape3Color=4b5563,2026-03-01T18:21:55.599488485Z,alexandra,2026-03-01T17:36:41.024566935Z,"{""0"":{""correct"":2,""total"":6},""1"":{""correct"":3,""total"":6},""3"":{""correct"":4,""total"":6},""4"":{""correct"":3,""total"":6}}",2026-03-01T18:01:04.233339934Z,5.405,2026-03-01T18:22:21.468996208Z,"[""page7-255"",""page9-46"",""page5-28"",""page7-107"",""page3-35"",""page-B""]",2026-03-01T17:36:41.024566935Z,C,2026-03-01T18:21:55.599488485Z,game ended,2026-03-01T18:22:52.86359489Z,,,,,True,2026-03-01T18:24:33.290161273Z,"{""age"":""61"",""gender"":""male"",""strength"":""try to describe wioth a few describing words "",""fair"":""yes"",""feedback"":""I ran out of time, the speaker gave it over with about 8 seconds left starting off but it could not be too much longer than the 45 seconds or the game might take forever"",""education"":""high-school"",""understood"":""yes""}",2026-03-01T18:24:31.920133473Z,,,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:32:04.63550894Z,1772386600785.0,2026-03-01T17:36:41.024566935Z,0.0,2026-03-01T18:18:01.628107405Z,True,2026-03-01T17:35:23.966293474Z,True,2026-03-01T17:36:41.024566935Z,,,Player,2026-03-01T18:05:56.08743552Z,#D075A7,2026-03-01T17:36:41.024566935Z,https://api.dicebear.com/9.x/identicon/svg?seed=alexandra&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:36:41.024566935Z,B,2026-03-01T17:36:41.024566935Z,Bavi,2026-03-01T17:36:41.024566935Z,,,,,,,01KJN7A3RJFR3S5TBZHCA8V9GP,2026-03-01T17:32:04.624521274Z,2.0,2026-03-01T17:36:41.024566935Z,235.0,2026-03-01T18:22:15.715859394Z,"[""page5-63"",""page5-28"",""page9-7"",""page4-15"",""page9-46"",""page4-157"",""page3-35"",""page7-26"",""page-B"",""page5-64"",""page3-193"",""page7-255"",""page6-149"",""page3-121"",""page7-107"",""page5-142""]",2026-03-01T17:36:41.024566935Z,16.0,2026-03-01T18:19:14.966711406Z,18.0,2026-03-01T18:19:44.218230928Z,8.0,2026-03-01T18:22:15.715859394Z,12.0,2026-03-01T18:22:15.715859394Z,48.0,2026-03-01T18:22:15.715859394Z,"[""/tangram_page5-63.svg"",""/tangram_page5-28.svg"",""/tangram_page9-7.svg"",""/tangram_page4-15.svg"",""/tangram_page9-46.svg"",""/tangram_page4-157.svg"",""/tangram_page3-35.svg"",""/tangram_page7-26.svg"",""/tangram_page-B.svg"",""/tangram_page5-64.svg"",""/tangram_page3-193.svg"",""/tangram_page7-255.svg"",""/tangram_page6-149.svg"",""/tangram_page3-121.svg"",""/tangram_page7-107.svg"",""/tangram_page5-142.svg""]",2026-03-01T17:36:41.024566935Z,0.0,2026-03-01T17:36:41.024566935Z,"{""condition"":""social_mixed"",""playerCount"":9}",2026-03-01T17:32:04.63550894Z,Social Mixed (9 players),2026-03-01T17:32:04.63550894Z,20260301_132907
01KJN79Y7T0VZNKHTSJRZWTDZ5,https://api.dicebear.com/9.x/shapes/svg?seed=anon_block5_trial5_player2&backgroundColor=e5e7eb&shape1Color=9ca3af&shape2Color=6b7280&shape3Color=4b5563,2026-03-01T18:18:15.206871524Z,oliver,2026-03-01T17:37:01.054636964Z,"{""1"":{""correct"":5,""total"":6},""2"":{""correct"":5,""total"":6},""4"":{""correct"":6,""total"":6},""5"":{""correct"":5,""total"":6}}",2026-03-01T18:05:06.515229503Z,5.9,2026-03-01T18:18:28.38307423Z,"[""page7-255"",""page9-46"",""page5-28"",""page7-107"",""page3-35"",""page-B""]",2026-03-01T17:37:01.054636964Z,A,2026-03-01T18:18:15.206871524Z,game ended,2026-03-01T18:18:37.186853089Z,,,,,True,2026-03-01T18:19:34.755786652Z,"{""age"":""54"",""gender"":""female"",""strength"":""i tried recognizing words for the shapes"",""fair"":""yes"",""feedback"":""no issues"",""education"":""bachelor"",""understood"":""yes""}",2026-03-01T18:19:29.119445747Z,,,01KJN6MMPQTMDYRN709968YFN1,2026-03-01T17:31:58.600985039Z,1772386620820.0,2026-03-01T17:37:01.054636964Z,0.0,2026-03-01T18:12:49.875554539Z,True,2026-03-01T17:36:49.357434024Z,True,2026-03-01T17:37:01.054636964Z,,,Player,2026-03-01T18:05:44.629969321Z,#5792C8,2026-03-01T17:37:01.054636964Z,https://api.dicebear.com/9.x/identicon/svg?seed=oliver&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:37:01.054636964Z,B,2026-03-01T17:37:01.054636964Z,Hera,2026-03-01T17:37:01.054636964Z,,,,,,,01KJN79XWV20E2WWMHVFBARG45,2026-03-01T17:31:58.586889823Z,0.0,2026-03-01T17:37:01.054636964Z,118.0,2026-03-01T18:18:25.238664468Z,"[""page9-46"",""page6-149"",""page9-7"",""page7-26"",""page5-28"",""page-B"",""page3-193"",""page3-121"",""page4-157"",""page5-63"",""page5-142"",""page5-64"",""page4-15"",""page7-107"",""page7-255"",""page3-35""]",2026-03-01T17:37:01.054636964Z,,,,,,,,,,,"[""/tangram_page9-46.svg"",""/tangram_page6-149.svg"",""/tangram_page9-7.svg"",""/tangram_page7-26.svg"",""/tangram_page5-28.svg"",""/tangram_page-B.svg"",""/tangram_page3-193.svg"",""/tangram_page3-121.svg"",""/tangram_page4-157.svg"",""/tangram_page5-63.svg"",""/tangram_page5-142.svg"",""/tangram_page5-64.svg"",""/tangram_page4-15.svg"",""/tangram_page7-107.svg"",""/tangram_page7-255.svg"",""/tangram_page3-35.svg""]",2026-03-01T17:37:01.054636964Z,0.0,2026-03-01T17:37:01.054636964Z,"{""condition"":""refer_mixed"",""playerCount"":9}",2026-03-01T17:31:58.600985039Z,Refer Mixed (9 players),2026-03-01T17:31:58.600985039Z,20260301_132907
01KJN79ZRTRDMY6RH8ZCYCM9NV,https://api.dicebear.com/9.x/identicon/svg?seed=katherine&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:37:27.045063548Z,katherine,2026-03-01T17:37:27.045063548Z,"{""0"":{""correct"":1,""total"":6},""2"":{""correct"":6,""total"":6},""3"":{""correct"":5,""total"":6},""5"":{""correct"":6,""total"":6}}",2026-03-01T18:00:05.903939796Z,6.3,2026-03-01T18:10:21.519882462Z,"[""page7-255"",""page9-46"",""page5-28"",""page7-107"",""page3-35"",""page-B""]",2026-03-01T17:37:27.045063548Z,A,2026-03-01T17:37:27.045063548Z,game ended,2026-03-01T18:10:39.919563877Z,,,,,True,2026-03-01T18:12:56.223442471Z,"{""age"":""55"",""gender"":""male"",""strength"":""My strategy was to get everyone to use the same simple term for the objects we were describing. "",""fair"":""It was very fare despite the short amount of time given initially to communicate. "",""feedback"":""n/a"",""education"":""master"",""understood"":""yes""}",2026-03-01T18:12:27.984628862Z,,,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:32:00.167497142Z,1772386646794.0,2026-03-01T17:37:27.045063548Z,0.0,2026-03-01T17:39:16.301507764Z,True,2026-03-01T17:37:26.734593496Z,True,2026-03-01T17:37:27.045063548Z,,,Minu,2026-03-01T17:37:27.045063548Z,#444EA1,2026-03-01T17:37:27.045063548Z,https://api.dicebear.com/9.x/identicon/svg?seed=katherine&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:37:27.045063548Z,A,2026-03-01T17:37:27.045063548Z,Minu,2026-03-01T17:37:27.045063548Z,,,,,,,01KJN79ZCNG0CMPBSDW365WV4X,2026-03-01T17:32:00.154590183Z,1.0,2026-03-01T17:37:27.045063548Z,126.0,2026-03-01T18:10:17.94614637Z,"[""page3-193"",""page5-142"",""page9-7"",""page3-35"",""page3-121"",""page7-255"",""page5-64"",""page-B"",""page5-28"",""page4-157"",""page7-107"",""page4-15"",""page9-46"",""page7-26"",""page5-63"",""page6-149""]",2026-03-01T17:37:27.045063548Z,,,,,,,,,,,"[""/tangram_page3-193.svg"",""/tangram_page5-142.svg"",""/tangram_page9-7.svg"",""/tangram_page3-35.svg"",""/tangram_page3-121.svg"",""/tangram_page7-255.svg"",""/tangram_page5-64.svg"",""/tangram_page-B.svg"",""/tangram_page5-28.svg"",""/tangram_page4-157.svg"",""/tangram_page7-107.svg"",""/tangram_page4-15.svg"",""/tangram_page9-46.svg"",""/tangram_page7-26.svg"",""/tangram_page5-63.svg"",""/tangram_page6-149.svg""]",2026-03-01T17:37:27.045063548Z,0.0,2026-03-01T17:37:27.045063548Z,"{""condition"":""refer_separated"",""playerCount"":9}",2026-03-01T17:32:00.167497142Z,Refer Separated (9 players),2026-03-01T17:32:00.167497142Z,20260301_132907
01KJN7AAWT4GWKRZ7B9775509P,https://api.dicebear.com/9.x/identicon/svg?seed=kaylee&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:37:27.045063548Z,kaylee,2026-03-01T17:37:27.045063548Z,"{""0"":{""correct"":2,""total"":6},""2"":{""correct"":5,""total"":6},""3"":{""correct"":5,""total"":6},""5"":{""correct"":5,""total"":6}}",2026-03-01T18:00:05.903939796Z,6.4,2026-03-01T18:10:21.519882462Z,"[""page7-255"",""page9-46"",""page5-28"",""page7-107"",""page3-35"",""page-B""]",2026-03-01T17:37:27.045063548Z,B,2026-03-01T17:37:27.045063548Z,game ended,2026-03-01T18:10:39.919563877Z,,,,,True,2026-03-01T18:11:36.183487911Z,"{""age"":""53"",""gender"":""female"",""strength"":""To use the same descriptive words as my teammates so that we were on the same page."",""fair"":""Yes"",""feedback"":""no problems!"",""education"":""bachelor"",""understood"":""yes""}",2026-03-01T18:11:23.855229772Z,,,01KJN6MMPQTMDYRN709DP5DSDA,2026-03-01T17:32:11.56252502Z,1772386646795.0,2026-03-01T17:37:27.045063548Z,0.0,2026-03-01T17:39:16.301507764Z,True,2026-03-01T17:35:02.91231551Z,True,2026-03-01T17:37:27.045063548Z,,,Zuda,2026-03-01T17:37:27.045063548Z,#A93F39,2026-03-01T17:37:27.045063548Z,https://api.dicebear.com/9.x/identicon/svg?seed=kaylee&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:37:27.045063548Z,B,2026-03-01T17:37:27.045063548Z,Zuda,2026-03-01T17:37:27.045063548Z,,,,,,,01KJN7AAPW4MR5MQ80PXTWANW9,2026-03-01T17:32:11.546983352Z,1.0,2026-03-01T17:37:27.045063548Z,128.0,2026-03-01T18:10:17.94614637Z,"[""page3-121"",""page-B"",""page5-28"",""page3-193"",""page7-255"",""page4-157"",""page5-142"",""page9-46"",""page7-26"",""page5-64"",""page9-7"",""page3-35"",""page4-15"",""page6-149"",""page7-107"",""page5-63""]",2026-03-01T17:37:27.045063548Z,,,,,,,,,,,"[""/tangram_page3-121.svg"",""/tangram_page-B.svg"",""/tangram_page5-28.svg"",""/tangram_page3-193.svg"",""/tangram_page7-255.svg"",""/tangram_page4-157.svg"",""/tangram_page5-142.svg"",""/tangram_page9-46.svg"",""/tangram_page7-26.svg"",""/tangram_page5-64.svg"",""/tangram_page9-7.svg"",""/tangram_page3-35.svg"",""/tangram_page4-15.svg"",""/tangram_page6-149.svg"",""/tangram_page7-107.svg"",""/tangram_page5-63.svg""]",2026-03-01T17:37:27.045063548Z,0.0,2026-03-01T17:37:27.045063548Z,"{""condition"":""refer_separated"",""playerCount"":9}",2026-03-01T17:32:11.56252502Z,Refer Separated (9 players),2026-03-01T17:32:11.56252502Z,20260301_132907
01KJN7C40WEQBDF48ACG18M0EV,https://api.dicebear.com/9.x/shapes/svg?seed=anon_block5_trial5_player2&backgroundColor=e5e7eb&shape1Color=9ca3af&shape2Color=6b7280&shape3Color=4b5563,2026-03-01T18:21:55.599488485Z,oliver,2026-03-01T17:36:41.024566935Z,"{""1"":{""correct"":5,""total"":6},""2"":{""correct"":4,""total"":6},""4"":{""correct"":5,""total"":6},""5"":{""correct"":6,""total"":6}}",2026-03-01T18:04:50.011890364Z,5.865,2026-03-01T18:22:21.468996208Z,"[""page7-255"",""page9-46"",""page5-28"",""page7-107"",""page3-35"",""page-B""]",2026-03-01T17:36:41.024566935Z,A,2026-03-01T18:21:55.599488485Z,game ended,2026-03-01T18:22:52.86359489Z,,,,,True,2026-03-01T18:24:49.154149283Z,"{""age"":""36"",""gender"":""male"",""strength"":""Just doing my best to understand the description or to describe the shape."",""fair"":""Yes"",""feedback"":""The warning for inactivity might unfairly punish listeners when their speaker for that round entered their message just before time elapsed.  There wouldn't be enough time to make a selection if the message came in with just a second left."",""education"":""master"",""understood"":""yes""}",2026-03-01T18:24:33.763068493Z,,,01KJN6MMQ03KZPZN0275VZXK6R,2026-03-01T17:33:10.058418338Z,1772386600784.0,2026-03-01T17:36:41.024566935Z,0.0,2026-03-01T18:13:36.940689939Z,True,2026-03-01T17:35:46.22286688Z,True,2026-03-01T17:36:41.024566935Z,,,Player,2026-03-01T18:05:56.08743552Z,#5792C8,2026-03-01T17:36:41.024566935Z,https://api.dicebear.com/9.x/identicon/svg?seed=oliver&backgroundColor=e0f2fe&rowColor=0369a1,2026-03-01T17:36:41.024566935Z,B,2026-03-01T17:36:41.024566935Z,Hera,2026-03-01T17:36:41.024566935Z,,,,,,,01KJN7C3PV2SWMR1Y2E8QX33WK,2026-03-01T17:33:10.044775111Z,0.0,2026-03-01T17:36:41.024566935Z,255.0,2026-03-01T18:22:15.715859394Z,"[""page5-28"",""page5-142"",""page9-7"",""page3-193"",""page3-35"",""page5-64"",""page7-255"",""page6-149"",""page4-15"",""page4-157"",""page3-121"",""page7-26"",""page9-46"",""page5-63"",""page-B"",""page7-107""]",2026-03-01T17:36:41.024566935Z,15.0,2026-03-01T18:22:15.715859394Z,21.0,2026-03-01T18:22:15.715859394Z,10.0,2026-03-01T18:17:12.861827831Z,12.0,2026-03-01T18:17:12.861827831Z,60.0,2026-03-01T18:17:12.861827831Z,"[""/tangram_page5-28.svg"",""/tangram_page5-142.svg"",""/tangram_page9-7.svg"",""/tangram_page3-193.svg"",""/tangram_page3-35.svg"",""/tangram_page5-64.svg"",""/tangram_page7-255.svg"",""/tangram_page6-149.svg"",""/tangram_page4-15.svg"",""/tangram_page4-157.svg"",""/tangram_page3-121.svg"",""/tangram_page7-26.svg"",""/tangram_page9-46.svg"",""/tangram_page5-63.svg"",""/tangram_page-B.svg"",""/tangram_page7-107.svg""]",2026-03-01T17:36:41.024566935Z,0.0,2026-03-01T17:36:41.024566935Z,"{""condition"":""social_mixed"",""playerCount"":9}",2026-03-01T17:33:10.058418338Z,Social Mixed (9 players),2026-03-01T17:33:10.058418338Z,20260301_132907
